2013_p	Elliot Williams	-2.9	2.09	5.03	41.54	0.55	1.87	29.6	1.3	1.78	73.11	1.07	1.94	0.04	0.52	1.01	-5.37	13.0	54.0
2013_p	Cpot Hamilton	-2.86	1.48	4.52	32.63	0.6	2.0	29.76	0.24	0.38	62.5	1.0	0.93	0.0	0.33	0.52	-4.0	10.0	32.0
2013_p	OJ Mayo	-2.63	4.31	10.58	40.73	1.62	4.37	37.0	1.46	1.69	86.36	2.17	2.38	0.25	0.54	1.83	-6.87	10.0	42.0
2013_p	Dennis Schroder	-1.97	1.47	3.84	38.3	0.2	0.86	23.81	0.59	0.88	67.44	1.9	1.22	0.0	0.35	1.24	-4.18	21.0	28.0
2013_p	Tony Wroten	-1.89	4.79	11.22	42.7	0.56	2.61	21.28	2.9	4.53	64.11	3.01	3.17	0.22	1.08	2.83	-6.08	18.0	54.0
2013_p	Brandon Rush	-1.09	0.79	2.37	33.33	0.42	1.24	34.04	0.08	0.13	60.0	0.63	1.16	0.24	0.13	0.53	-2.47	13.0	25.0
2013_p	Marquis Teague	-0.7	0.95	2.98	31.93	0.13	0.45	27.78	0.65	0.88	74.29	1.45	1.0	0.13	0.25	0.98	-1.75	20.0	20.0
2013_p	Ekpe Udoh	-0.28	1.36	3.4	39.86	0.0	0.0	NaN	0.71	1.12	63.83	0.74	3.52	1.05	0.36	0.9	-4.0	7.0	35.0
2013_p	Kent Bazemore	0.06	2.19	5.12	42.86	0.64	1.91	33.59	0.99	1.63	60.55	1.36	1.75	0.19	0.64	1.18	-3.75	35.0	32.0
2013_p	Jason Maxiell	0.1	1.38	3.09	44.76	0.0	0.0	NaN	0.44	0.91	48.39	0.26	2.53	0.59	0.24	0.41	-2.62	7.0	27.0
