2014_p	Tony Wroten	-3.67	5.83	14.47	40.32	1.23	4.73	26.06	4.0	6.0	66.67	5.23	2.87	0.27	1.6	3.77	-7.8	4.0	26.0
2014_p	Jabari Brown	-3.25	3.68	8.95	41.18	1.21	3.26	37.1	3.37	4.47	75.29	2.11	1.89	0.11	0.63	1.68	-6.74	4.0	15.0
2014_p	Adreian Payne	-3.05	2.84	6.88	41.36	0.03	0.28	11.11	0.94	1.44	65.22	0.94	5.06	0.28	0.59	1.38	-7.63	7.0	25.0
2014_p	Andrea Bargnani	-3.03	5.66	12.45	45.43	0.52	1.41	36.59	3.0	3.69	81.31	1.59	4.38	0.93	0.07	1.45	-9.31	5.0	24.0
2014_p	Brandon Davies	-2.58	2.04	5.07	40.15	0.3	1.26	23.53	0.89	1.37	64.86	1.11	3.07	0.26	0.67	1.07	-5.96	6.0	21.0
2014_p	Zach LaVine	-2.13	3.71	8.79	42.25	0.74	2.17	34.13	1.94	2.3	84.18	3.58	2.78	0.13	0.7	2.51	-7.0	15.0	62.0
2014_p	Gary Harris	-2.04	1.2	3.95	30.41	0.38	1.87	20.39	0.64	0.85	74.47	0.53	1.16	0.13	0.71	0.69	-3.13	18.0	37.0
2014_p	Jeffery Taylor	-2.02	1.55	3.93	39.47	0.38	1.24	30.56	0.9	1.41	63.41	0.76	1.83	0.03	0.41	0.66	-4.31	11.0	18.0
2014_p	Archie Goodwin	-1.75	1.93	4.9	39.3	0.29	1.0	29.27	1.49	2.02	73.49	1.07	1.8	0.22	0.44	1.17	-3.93	16.0	25.0
2014_p	Cleanthony Early	-1.71	1.95	5.49	35.51	0.56	2.15	26.19	0.92	1.23	75.0	0.92	2.49	0.31	0.62	1.03	-4.18	6.0	33.0
