2018_p	Kevin Knox	-4.18	4.51	12.19	36.98	1.67	4.85	34.34	2.16	3.01	71.68	1.09	4.47	0.32	0.57	1.52	-8.52	15.0	60.0
2018_p	Brandon Knight	-1.88	2.54	6.67	38.08	1.05	3.31	31.78	0.69	0.87	79.41	1.82	1.51	0.05	0.54	0.77	-4.87	17.0	22.0
2018_p	Collin Sexton	-1.63	6.33	14.71	43.03	1.45	3.61	40.2	2.61	3.11	83.92	2.96	2.88	0.07	0.54	2.26	-8.22	19.0	63.0
2018_p	Jamal Crawford	-1.53	2.72	6.84	39.73	1.05	3.16	33.17	1.45	1.72	84.55	3.58	1.33	0.19	0.52	1.55	-5.92	13.0	51.0
2018_p	Lance Thomas	-1.49	1.7	4.28	39.59	0.48	1.72	27.85	0.59	0.78	75.0	0.59	2.54	0.15	0.37	0.52	-4.07	7.0	39.0
2018_p	Grayson Allen	-1.26	1.76	4.68	37.64	0.84	2.61	32.32	1.18	1.58	75.0	0.66	0.61	0.16	0.16	0.87	-2.87	22.0	16.0
2018_p	Timothe Luwawu	-1.22	1.64	4.36	37.61	0.72	2.32	31.03	0.62	0.82	75.61	0.52	1.94	0.16	0.38	0.42	-4.16	25.0	25.0
2018_p	Isaiah Canaan	-0.9	2.13	5.47	39.02	1.13	3.2	35.42	0.63	0.8	79.17	2.8	1.93	0.07	0.47	1.17	-5.77	10.0	20.0
2018_p	Tim Hardaway Jr	-0.74	6.0	15.28	39.27	2.49	7.34	33.96	3.57	4.25	84.06	2.45	3.42	0.12	0.83	1.62	-6.12	14.0	51.0
2018_p	Frank Ntilikina	-0.66	2.21	6.56	33.69	0.77	2.67	28.7	0.53	0.7	76.67	2.81	2.02	0.33	0.7	1.3	-4.3	9.0	34.0
