2010_p	Stephen Graham	-2.51	1.37	3.39	40.5	0.08	0.36	23.81	0.53	0.64	81.58	0.68	2.08	0.02	0.24	0.64	-5.02	19.0	40.0
2010_p	Josh Howard	-1.77	3.22	9.0	35.8	0.39	1.61	24.14	1.61	2.61	61.7	1.33	4.11	0.28	0.72	1.11	-4.83	3.0	15.0
2010_p	Manny Harris	-1.62	2.0	5.35	37.37	0.63	1.7	36.96	1.31	1.72	76.34	1.57	2.59	0.13	0.57	1.17	-4.39	7.0	47.0
2010_p	Martell Webster	-1.07	3.3	7.39	44.71	1.2	2.87	41.67	2.04	2.65	77.05	1.15	3.2	0.2	0.61	1.26	-5.46	7.0	39.0
2010_p	Troy Murphy	-0.99	1.2	3.26	36.84	0.14	0.94	15.15	0.57	0.86	66.67	0.66	3.23	0.09	0.43	0.57	-3.54	13.0	22.0
2010_p	Lazar Hayward	-0.9	1.31	3.67	35.71	0.4	1.43	28.33	0.79	1.0	78.57	0.67	1.67	0.17	0.29	0.45	-2.81	10.0	32.0
2010_p	Kevin Seraphin	-0.72	1.14	2.53	44.9	0.0	0.0	NaN	0.38	0.53	70.97	0.17	2.62	0.48	0.29	0.72	-3.45	15.0	43.0
2010_p	Sonny Weems	-0.59	3.86	8.69	44.44	0.29	1.03	27.87	1.22	1.59	76.6	1.76	2.59	0.03	0.58	1.46	-5.78	17.0	42.0
2010_p	Samardo Samuels	-0.36	2.97	6.51	45.64	0.0	0.08	0.0	1.84	2.97	61.82	0.46	4.27	0.49	0.41	1.43	-3.81	4.0	33.0
2010_p	Jordan Crawford	-0.24	4.57	11.9	38.4	0.79	3.05	25.78	1.74	2.0	86.9	2.79	2.5	0.07	0.93	1.98	-5.4	17.0	25.0
